BUKU 1,,,,,,,,,,,,,
,,,,,,,,,,,,,
Bab,Nota Perubahan,Kalimah Asal (Arab),Jamak/Mufrad,Terjemahan (BM),Terjemahan (BI),Nota BM,Nota English,Nota Nahu (Arab),Nota Nahu (BM),Nota Nahu (English),Nota Sarf (Arab),Nota Sarf (BM),Nota Sarf (English)
21,,شَعَرَ,يَشْعُرُ,Merasa/Merasai,To feel,,,فعل ماض، مبني على الفتح في صورته الأصلية، ويتغير بناؤه بحسب ما يتصل به,Fi‘il madi. Pada bentuk asalnya ia mabni atas fathah; tanda binaannya boleh berubah apabila bersambung dengan dhamir.,"Past-tense verb, normally built on fatḥ in its basic form; its building sign may change with attached pronouns.",فعل ثلاثي أو مزيد، وتفصيل وزنه مذكور بحسب الصيغة، ومصدره شُعُورٌ,Fi‘il; perincian pola sarfnya ditentukan berdasarkan bentuk yang disenaraikan. Masdarnya ialah شُعُورٌ.,Verb; its morphological pattern is determined from the listed form. Its verbal noun is شُعُورٌ.
21,Susunan tanda syaddah dinormalkan kepada Unicode Arab standard.,تَصَدَّقَ,يَتَصَدَّقُ,Bersedekah,To give charity,,,فعل ماض، مبني على الفتح في صورته الأصلية، ويتغير بناؤه بحسب ما يتصل به,Fi‘il madi. Pada bentuk asalnya ia mabni atas fathah; tanda binaannya boleh berubah apabila bersambung dengan dhamir.,"Past-tense verb, normally built on fatḥ in its basic form; its building sign may change with attached pronouns.",فعل مزيد على وزن تفعّل، ومصدره تَصَدُّقٌ,Fi‘il mazid pada pola تفعّل (Form V). Masdarnya ialah تَصَدُّقٌ.,Derived Form V verb on the pattern تفعّل. Its verbal noun is تَصَدُّقٌ.
21,,طَارَ,يَطِيرُ,Terbang,To fly,,,فعل ماض، مبني على الفتح في صورته الأصلية، ويتغير بناؤه بحسب ما يتصل به,Fi‘il madi. Pada bentuk asalnya ia mabni atas fathah; tanda binaannya boleh berubah apabila bersambung dengan dhamir.,"Past-tense verb, normally built on fatḥ in its basic form; its building sign may change with attached pronouns.",فعل ثلاثي أو مزيد، وتفصيل وزنه مذكور بحسب الصيغة، ومصدره طَيْرٌ / طَيَرَانٌ,Fi‘il; perincian pola sarfnya ditentukan berdasarkan bentuk yang disenaraikan. Masdarnya ialah طَيْرٌ / طَيَرَانٌ.,Verb; its morphological pattern is determined from the listed form. Its verbal noun is طَيْرٌ / طَيَرَانٌ.
21,,يَنْتَهِي,انْتَهَى,Berakhir/Selesai (Muḍāri'),To end/To finish,,,فعل مضارع، معرب، مرفوع ما لم يسبقه ناصب أو جازم,Fi‘il mudari‘ yang mu‘rab. Ia marfu‘ selagi tidak didahului oleh huruf nasab atau jazam.,Present-tense verb and normally declinable; it is indicative unless preceded by a subjunctive or jussive governor.,فعل ثلاثي أو مزيد، وتفصيل وزنه مذكور بحسب الصيغة,Fi‘il; perincian pola sarfnya ditentukan berdasarkan bentuk yang disenaraikan.,Verb; its morphological pattern is determined from the listed form.
21,,وَسَمَ,يَسِمُ,Menanda/Memberi tanda,To brand/To mark,,,مصدر، اسم معرب يدل على الحدث مجردًا من الزمان,Masdar yang berfungsi sebagai kata nama mu‘rab dan menunjukkan perbuatan atau keadaan tanpa masa.,"Verbal noun, a declinable noun denoting an action or state without tense.",مصدر,Masdar.,Verbal noun.
21,Dua entri وَسْمٌ dan وَسْمَةٌ digabungkan menjadi satu kerana kedua-duanya berasal daripada وَسَمَ يَسِمُ. Analisis وَسْمَةٌ diperincikan sebagai isim marrah atau satu tanda.,وَسْمٌ / وَسْمَةٌ,,Tanda / Cap / Penandaan,Mark / Brand / Marking,وَسْمٌ merujuk perbuatan menanda atau pemberian tanda secara umum. وَسْمَةٌ boleh merujuk satu tanda tertentu atau sekali perbuatan menanda.,وَسْمٌ refers generally to marking or branding. وَسْمَةٌ may refer to a particular mark or a single act of marking.,وَسْمٌ مصدر معرب، ووَسْمَةٌ اسم مرة أو اسم يدل على العلامة، وكلاهما معرب,وَسْمٌ ialah masdar yang bersifat mu‘rab. وَسْمَةٌ ialah isim marrah atau kata nama yang menunjukkan satu tanda; kedua-duanya bersifat mu‘rab.,وَسْمٌ is a declinable verbal noun. وَسْمَةٌ is a noun of a single occurrence or a noun denoting an individual mark; both are declinable.,وَسْمٌ مصدر من وَسَمَ يَسِمُ، ووَسْمَةٌ اسم مرة على وزن فَعْلَةٌ,وَسْمٌ ialah masdar daripada وَسَمَ يَسِمُ. وَسْمَةٌ ialah isim marrah pada wazan فَعْلَةٌ.,وَسْمٌ is the verbal noun of وَسَمَ يَسِمُ. وَسْمَةٌ is a noun of a single occurrence on the pattern فَعْلَةٌ.
21,,وَعَظَ,يَعِظُ,Memberi nasihat,To advise/To admonish,,,مصدر، اسم معرب يدل على الحدث مجردًا من الزمان,Masdar yang berfungsi sebagai kata nama mu‘rab dan menunjukkan perbuatan atau keadaan tanpa masa.,"Verbal noun, a declinable noun denoting an action or state without tense.",مصدر,Masdar.,Verbal noun.
21,Tanwin ditambahkan pada bentuk nakirah: وَعْظٌ.,وَعْظٌ,,Nasihat,Advice/Admonition,,,مصدر، اسم معرب يدل على الحدث مجردًا من الزمان,Masdar yang berfungsi sebagai kata nama mu‘rab dan menunjukkan perbuatan atau keadaan tanpa masa.,"Verbal noun, a declinable noun denoting an action or state without tense.",مصدر,Masdar.,Verbal noun.
21,,عِظَةٌ,,Nasihat,Advice/Admonition,,,اسم، معرب,Kata nama yang bersifat mu‘rab.,Declinable noun.,,,
21,"Label muda‘af dibuang. Syaddah pada بَدَّلَ ialah ciri binaan Form II, bukan kerana akar ب د ل merupakan akar muda‘af.",بَدَّلَ,يُبَدِّلُ,Menukar,To change/To replace,,,فعل ماض، مبني على الفتح في صورته الأصلية، ويتغير بناؤه بحسب ما يتصل به,Fi‘il madi. Pada bentuk asalnya ia mabni atas fathah; tanda binaannya boleh berubah apabila bersambung dengan dhamir.,"Past-tense verb, normally built on fatḥ in its basic form; its building sign may change with attached pronouns.",فعل ثلاثي أو مزيد، وتفصيل وزنه مذكور بحسب الصيغة، ومصدره تَبْدِيلٌ,Fi‘il; perincian pola sarfnya ditentukan berdasarkan bentuk yang disenaraikan. Masdarnya ialah تَبْدِيلٌ.,Verb; its morphological pattern is determined from the listed form. Its verbal noun is تَبْدِيلٌ.
21,,وَدَّ,يَوَدُّ,Menyukai/Menghendaki,To like/To wish,,,مصدر، اسم معرب يدل على الحدث مجردًا من الزمان,Masdar yang berfungsi sebagai kata nama mu‘rab dan menunjukkan perbuatan atau keadaan tanpa masa.,"Verbal noun, a declinable noun denoting an action or state without tense.",مصدر,Masdar.,Verbal noun.
21,,أَنَا وَدِدْتُ,,Saya telah suka/ingin,"I liked/I wished (Māḍī, 1sg)",,,فعل ماض، مبني على الفتح في صورته الأصلية، ويتغير بناؤه بحسب ما يتصل به,Fi‘il madi. Pada bentuk asalnya ia mabni atas fathah; tanda binaannya boleh berubah apabila bersambung dengan dhamir.,"Past-tense verb, normally built on fatḥ in its basic form; its building sign may change with attached pronouns.",فعل ثلاثي أو مزيد، وتفصيل وزنه مذكور بحسب الصيغة,Fi‘il; perincian pola sarfnya ditentukan berdasarkan bentuk yang disenaraikan.,Verb; its morphological pattern is determined from the listed form.
21,,طَمَعَ,يَطْمَعُ,Tamak/Ingin,To covet/To desire,,,فعل ماض، مبني على الفتح في صورته الأصلية، ويتغير بناؤه بحسب ما يتصل به,Fi‘il madi. Pada bentuk asalnya ia mabni atas fathah; tanda binaannya boleh berubah apabila bersambung dengan dhamir.,"Past-tense verb, normally built on fatḥ in its basic form; its building sign may change with attached pronouns.",فعل ثلاثي أو مزيد، وتفصيل وزنه مذكور بحسب الصيغة، ومصدره طَمَعٌ,Fi‘il; perincian pola sarfnya ditentukan berdasarkan bentuk yang disenaraikan. Masdarnya ialah طَمَعٌ.,Verb; its morphological pattern is determined from the listed form. Its verbal noun is طَمَعٌ.
21,Harakat akhir dinormalkan kepada bentuk kamus nakirah: عُسْرٌ.,عُسْرٌ,,Kesukaran/Kesulitan,Difficulty/Hardship,,,مصدر، اسم معرب يدل على الحدث مجردًا من الزمان,Masdar yang berfungsi sebagai kata nama mu‘rab dan menunjukkan perbuatan atau keadaan tanpa masa.,"Verbal noun, a declinable noun denoting an action or state without tense.",مصدر,Masdar.,Verbal noun.
21,,نَكَلَ,يَنْكُلُ,Menghukum/Menghalang,To punish/To deter,,,فعل ماض، مبني على الفتح في صورته الأصلية، ويتغير بناؤه بحسب ما يتصل به,Fi‘il madi. Pada bentuk asalnya ia mabni atas fathah; tanda binaannya boleh berubah apabila bersambung dengan dhamir.,"Past-tense verb, normally built on fatḥ in its basic form; its building sign may change with attached pronouns.",فعل ثلاثي أو مزيد، وتفصيل وزنه مذكور بحسب الصيغة، ومصدره نُكُولٌ,Fi‘il; perincian pola sarfnya ditentukan berdasarkan bentuk yang disenaraikan. Masdarnya ialah نُكُولٌ.,Verb; its morphological pattern is determined from the listed form. Its verbal noun is نُكُولٌ.
21,,نَكْلٌ,أَنْكَالٌ,Hukuman/Halangan,Punishment/Deterrent,,,اسم، معرب,Kata nama yang bersifat mu‘rab.,Declinable noun.,,,
21,,وَسِنَ,يَوْسَنُ,Mengantuk/Tertidur,To be sleepy/To fall asleep,,,مصدر، اسم معرب يدل على الحدث مجردًا من الزمان,Masdar yang berfungsi sebagai kata nama mu‘rab dan menunjukkan perbuatan atau keadaan tanpa masa.,"Verbal noun, a declinable noun denoting an action or state without tense.",مصدر,Masdar.,Verbal noun.
21,,وَسَنٌ,,Mengantuk/Tidur sebentar,Sleepiness/Light sleep,,,مصدر، اسم معرب يدل على الحدث مجردًا من الزمان,Masdar yang berfungsi sebagai kata nama mu‘rab dan menunjukkan perbuatan atau keadaan tanpa masa.,"Verbal noun, a declinable noun denoting an action or state without tense.",مصدر,Masdar.,Verbal noun.
21,,وَسِنَةٌ,,Mengantuk,Sleepiness,,,اسم، معرب,Kata nama yang bersifat mu‘rab.,Declinable noun.,,,
22,,اِنْكَسَرَ,يَنْكَسِرُ,Pecah/Retak,To break,,,فعل ماض، مبني على الفتح في صورته الأصلية، ويتغير بناؤه بحسب ما يتصل به,Fi‘il madi. Pada bentuk asalnya ia mabni atas fathah; tanda binaannya boleh berubah apabila bersambung dengan dhamir.,"Past-tense verb, normally built on fatḥ in its basic form; its building sign may change with attached pronouns.",فعل مزيد بحرفي «انـ» على وزن انفعل، ومصدره اِنْكِسَارٌ,Fi‘il mazid pada pola انفعل (Form VII). Masdarnya ialah اِنْكِسَارٌ.,Derived Form VII verb on the pattern انفعل. Its verbal noun is اِنْكِسَارٌ.
22,,اِنْخَلَعَ,يَنْخَلِعُ,Tercabut/Tertanggal,To be dislocated/removed,,,فعل ماض، مبني على الفتح في صورته الأصلية، ويتغير بناؤه بحسب ما يتصل به,Fi‘il madi. Pada bentuk asalnya ia mabni atas fathah; tanda binaannya boleh berubah apabila bersambung dengan dhamir.,"Past-tense verb, normally built on fatḥ in its basic form; its building sign may change with attached pronouns.",فعل مزيد بحرفي «انـ» على وزن انفعل، ومصدره اِنْخِلَاعٌ,Fi‘il mazid pada pola انفعل (Form VII). Masdarnya ialah اِنْخِلَاعٌ.,Derived Form VII verb on the pattern انفعل. Its verbal noun is اِنْخِلَاعٌ.
22,,اِنْكَسَفَ,يَنْكَسِفُ,Gerhana (bulan/matahari),To be eclipsed,,,فعل ماض، مبني على الفتح في صورته الأصلية، ويتغير بناؤه بحسب ما يتصل به,Fi‘il madi. Pada bentuk asalnya ia mabni atas fathah; tanda binaannya boleh berubah apabila bersambung dengan dhamir.,"Past-tense verb, normally built on fatḥ in its basic form; its building sign may change with attached pronouns.",فعل مزيد بحرفي «انـ» على وزن انفعل، ومصدره اِنْكِسَافٌ,Fi‘il mazid pada pola انفعل (Form VII). Masdarnya ialah اِنْكِسَافٌ.,Derived Form VII verb on the pattern انفعل. Its verbal noun is اِنْكِسَافٌ.
22,,اِنْصَرَفَ,يَنْصَرِفُ,Beredar/Berpaling,To turn away/leave,,,فعل ماض، مبني على الفتح في صورته الأصلية، ويتغير بناؤه بحسب ما يتصل به,Fi‘il madi. Pada bentuk asalnya ia mabni atas fathah; tanda binaannya boleh berubah apabila bersambung dengan dhamir.,"Past-tense verb, normally built on fatḥ in its basic form; its building sign may change with attached pronouns.",فعل مزيد بحرفي «انـ» على وزن انفعل، ومصدره اِنْصِرَافٌ,Fi‘il mazid pada pola انفعل (Form VII). Masdarnya ialah اِنْصِرَافٌ.,Derived Form VII verb on the pattern انفعل. Its verbal noun is اِنْصِرَافٌ.
22,,اِنْهَزَمَ,يَنْهَزِمُ,Kalah/Melarikan diri,To be defeated/run away,,,فعل ماض، مبني على الفتح في صورته الأصلية، ويتغير بناؤه بحسب ما يتصل به,Fi‘il madi. Pada bentuk asalnya ia mabni atas fathah; tanda binaannya boleh berubah apabila bersambung dengan dhamir.,"Past-tense verb, normally built on fatḥ in its basic form; its building sign may change with attached pronouns.",فعل مزيد بحرفي «انـ» على وزن انفعل، ومصدره اِنْهِزَامٌ,Fi‘il mazid pada pola انفعل (Form VII). Masdarnya ialah اِنْهِزَامٌ.,Derived Form VII verb on the pattern انفعل. Its verbal noun is اِنْهِزَامٌ.
22,Fathah akhir ditambahkan pada fi‘il madi: اِنْطَفَأَ.,اِنْطَفَأَ,يَنْطَفِئُ,Padam/Terpadam,To be extinguished,,,فعل ماض، مبني على الفتح في صورته الأصلية، ويتغير بناؤه بحسب ما يتصل به,Fi‘il madi. Pada bentuk asalnya ia mabni atas fathah; tanda binaannya boleh berubah apabila bersambung dengan dhamir.,"Past-tense verb, normally built on fatḥ in its basic form; its building sign may change with attached pronouns.",فعل مزيد بحرفي «انـ» على وزن انفعل، ومصدره اِنْطِفَاءٌ,Fi‘il mazid pada pola انفعل (Form VII). Masdarnya ialah اِنْطِفَاءٌ.,Derived Form VII verb on the pattern انفعل. Its verbal noun is اِنْطِفَاءٌ.
22,,اِنْشَقَّ,يَنْشَقُّ,Terbelah/Merekah,To split/be cracked,,,فعل ماض، مبني على الفتح في صورته الأصلية، ويتغير بناؤه بحسب ما يتصل به,Fi‘il madi. Pada bentuk asalnya ia mabni atas fathah; tanda binaannya boleh berubah apabila bersambung dengan dhamir.,"Past-tense verb, normally built on fatḥ in its basic form; its building sign may change with attached pronouns.",فعل مزيد بحرفي «انـ» على وزن انفعل، ومصدره اِنْشِقَاقٌ,Fi‘il mazid pada pola انفعل (Form VII). Masdarnya ialah اِنْشِقَاقٌ.,Derived Form VII verb on the pattern انفعل. Its verbal noun is اِنْشِقَاقٌ.
22,,اِنْجَلَى,يَنْجَلِي,Tersingkap/Jelas,To be revealed/clear,,,فعل ماض، مبني على الفتح في صورته الأصلية، ويتغير بناؤه بحسب ما يتصل به,Fi‘il madi. Pada bentuk asalnya ia mabni atas fathah; tanda binaannya boleh berubah apabila bersambung dengan dhamir.,"Past-tense verb, normally built on fatḥ in its basic form; its building sign may change with attached pronouns.",فعل مزيد بحرفي «انـ» على وزن انفعل، ومصدره اِنْجِلَاءٌ,Fi‘il mazid pada pola انفعل (Form VII). Masdarnya ialah اِنْجِلَاءٌ.,Derived Form VII verb on the pattern انفعل. Its verbal noun is اِنْجِلَاءٌ.
